mysql> SELECT * FROM students WHERE YEAR(date_of_birth) = 1990;
+------+-----------+--------------+------------+---------------+------------------+----------------+---------------------+----------------------------------+
| id   | degree_id | name         | surname    | date_of_birth | fiscal_code      | enrolment_date | registration_number | email                            |
|   31 |         2 | atque assumenda explicabo          | Ab assumenda illo odio. Molestiae neque eum quaerat odit voluptatibus. Voluptatem reiciendis quo ea asperiores quas molestias officiis. Tempore officia dolorem hic et repellat est.                    | I semestre  |    2 |  13 | NULL                      |
|   33 |         2 | rerum quod quibusdam               | Delectus consequatur qui similique magnam et modi. Suscipit atque expedita quia qui. Est quia nesciunt et sunt minima.                                                                                  | II semestre |    2 |  14 | NULL                      |
|   37 |         2 | expedita praesentium alias         | Consequuntur quasi ea tempora sint sunt beatae cumque rem. Error sed repellat modi enim. Quod autem nobis doloribus doloribus eos sint. Et omnis molestiae vero amet molestiae inventore.               | I semestre  |    3 |  12 | NULL                      |
|   39 |         2 | iste ullam cum                     | Qui rem minima non nisi nostrum aut. Hic omnis sunt voluptate est tempore. Aut facere nisi ea veritatis saepe nisi ut consectetur.                                                                      | I semestre  |    3 |  12 | www.dolor.uni.it          |
|   43 |         2 | voluptatum incidunt ut             | Deserunt voluptas nemo hic sequi. Temporibus vel officiis magni. Nostrum mollitia eum molestias.                                                                                                        | II semestre |    3 |  14 | NULL                      |
|   44 |         2 | minus beatae illo                  | Commodi quis facilis corrupti et magni. Saepe autem aut ut maxime ratione dignissimos. Et est veniam mollitia. Molestiae sunt quia magni ea harum.                                                      | II semestre |    3 |  14 | www.consequatur.uni.it    |
|   49 |         3 | odio odit id                       | Omnis excepturi ipsa modi earum aut necessitatibus. Blanditiis fugiat porro eum. Exercitationem eaque mollitia error magni ut omnis quidem. Quis et voluptas voluptas nobis temporibus placeat est ut.  | I semestre  |    1 |  15 | NULL                      |
|   57 |         3 | veniam dolorum dolor               | Id quo est est. Recusandae ipsam iure libero esse. Ut minima minima officiis ad velit commodi nihil quia.                                                                                               | II semestre |    2 |  11 | NULL                      |
|   62 |         3 | cupiditate deleniti nihil          | Dolorum aliquid sit natus id. Enim rerum et nihil sint. Voluptatibus possimus illo quia fuga voluptatibus aliquid quis tenetur.                                                                         | I semestre  |    3 |  12 | NULL                      |
|   64 |         3 | eligendi sed exercitationem        | Et tempora ut quaerat unde sunt odit in. Autem quia voluptatem maiores aut quo. Minima officiis quis earum aperiam omnis.                                                                               | II semestre |    3 |  11 | www.voluptas.uni.it       |
|   66 |         4 | officia esse maxime                | Debitis eos veritatis aut velit et ad itaque. Sed eum et similique laborum. Quia itaque facilis quisquam ut at est magni. Officia itaque sit alias nobis maxime excepturi rerum.                        | I semestre  |    1 |  11 | www.in.uni.it             |
|   69 |         4 | voluptas culpa eos                 | Ratione ab et blanditiis sequi iure. Vel autem nobis ad aut. Placeat quia consequatur molestias asperiores quae.                                                                                        | II semestre |    1 |  14 | www.ut.uni.it             |
|   71 |         4 | tempore molestiae et               | Rerum nihil aspernatur quidem autem autem. Fugit ducimus vitae dicta culpa atque deserunt voluptatum. A cupiditate qui et non est. Et sed dicta qui quae molestiae.                                     | I semestre  |    2 |  14 | NULL                      |
|   72 |         4 | molestiae est neque                | Nemo laudantium ut nihil. Impedit sequi deleniti aliquam dolor commodi distinctio vitae. Labore earum odio et facere et eum consequuntur.                                                               | I semestre  |    2 |  11 | www.facere.uni.it         |
|   76 |         4 | qui eligendi non                   | Rerum eos maxime non id aut perferendis. Blanditiis ratione sint et aspernatur in aliquid. Saepe aut est hic dicta eos. Vero aut quia officiis corrupti.                                                | II semestre |    2 |  15 | www.laudantium.uni.it     |
|   77 |         4 | dolorem laudantium minima          | Omnis quidem vero tempora. Illo voluptas eligendi sunt fugiat. Eos eum adipisci alias aliquam. Numquam sit assumenda deserunt ex.                                                                       | II semestre |    2 |  11 | NULL                      |
|   80 |         4 | quia aut aut                       | Voluptas dignissimos cupiditate id voluptatem. Et sequi dolorem facere quam ullam quia. Temporibus ea architecto ab quod illum sequi libero.                                                            | I semestre  |    3 |  11 | NULL                      |
|   87 |         5 | id id qui                          | Laboriosam impedit odit voluptatum nisi esse aut. Ipsum repellat impedit eius exercitationem omnis. In sapiente commodi rem sit sed. Officia unde consequuntur qui nam.                                 | I semestre  |    1 |  15 | NULL                      |
|   88 |         5 | molestias minima voluptates        | In id commodi tempora quia. Et distinctio qui fugiat labore ut et saepe dolorem. Aut enim vitae deleniti et quo.                                                                                        | I semestre  |    1 |  15 | www.nam.uni.it            |
|   92 |         5 | officiis sit sed                   | Sapiente reprehenderit quis voluptates quasi modi. Quaerat illo ea fuga. Eveniet magni ad ratione sed aut numquam eaque. Unde tempore inventore voluptatem expedita nihil dolor.                        | II semestre |    1 |  14 | NULL                      |
|   93 |         5 | magni ea tempora                   | Id earum facere ut dolorem doloribus. Pariatur modi voluptatem distinctio accusantium quo veritatis est. Non ut sint eaque. Dolorem deleniti fugit quis voluptatum et molestias iste asperiores.        | II semestre |    1 |  15 | NULL                      |
|   94 |         5 | iusto consequatur ut               | Rerum enim impedit nam et non quis saepe sapiente. Molestiae vel alias nesciunt rerum. Explicabo eius ullam aut. Blanditiis quia doloremque exercitationem voluptatem quibusdam ut.                     | I semestre  |    2 |  13 | NULL                      |
|   95 |         5 | facilis vero voluptatem            | Quas doloribus explicabo repellat nulla unde. Non necessitatibus vitae enim doloremque voluptatem voluptatem. Ipsam excepturi reprehenderit veniam expedita. Ea ut illo odit.                           | I semestre  |    2 |  12 | NULL                      |
|   96 |         5 | ipsam amet recusandae              | Ullam reiciendis aut aspernatur provident vitae quae mollitia. Sed ea quas atque sed. Doloremque dolor aut voluptates ad.                                                                               | I semestre  |    2 |  12 | NULL                      |
|   98 |         5 | sunt omnis asperiores              | Ut dicta expedita quasi maiores. Dolores qui quam eos explicabo. Voluptas tempora architecto sint at. Blanditiis pariatur dolorum totam eius in.                                                        | II semestre |    2 |  12 | NULL                      |
|  101 |         6 | quis quasi eos                     | Autem eaque voluptatibus magnam in et. Eos est autem ut repellat in omnis. Id fugit alias expedita qui vel qui.                                                                                         | I semestre  |    1 |  13 | NULL                      |
|  104 |         6 | ut nam cupiditate                  | Adipisci suscipit minus quam harum. Repellat laudantium nulla modi suscipit itaque maxime.                                                                                                              | I semestre  |    2 |  13 | www.quia.uni.it           |
|  105 |         6 | et totam eius                      | Et aut cupiditate molestiae consequatur dolor perferendis voluptatem. Neque quibusdam molestias deleniti magnam ipsum id.                                                                               | I semestre  |    2 |  11 | NULL                      |
|  106 |         6 | et harum laboriosam                | Eum et voluptatem non beatae. Laborum neque eligendi repellendus. Nisi amet nihil odio itaque voluptatum sint perspiciatis. Veniam cupiditate quo sed tempora qui.                                      | I semestre  |    2 |  12 | www.aut.uni.it            |
|  109 |         6 | laborum expedita ullam             | Illo veritatis enim reprehenderit similique atque ut voluptas. Inventore dolor nihil quisquam. Ullam cupiditate esse qui molestiae provident sed veritatis qui.                                         | II semestre |    2 |  13 | www.amet.uni.it           |
|  112 |         7 | voluptas amet vitae                | Eum odit aliquid quisquam. Voluptatem odio deserunt nihil itaque omnis. Quo rerum et ea fugit.                                                                                                          | I semestre  |    1 |  14 | www.quo.uni.it            |
|  117 |         7 | optio corporis explicabo           | Placeat minus nobis veritatis aut dolorem autem. Adipisci error occaecati optio. Enim vel sit id iste dolores. Tempore quia dolorem modi alias vel.                                                     | I semestre  |    2 |  13 | NULL                      |
|  120 |         7 | porro optio odit                   | Exercitationem nihil quis sunt cupiditate. Est sed nesciunt asperiores similique quis sint. Quisquam libero aperiam consequatur nostrum.                                                                | I semestre  |    2 |  15 | www.dolore.uni.it         |
|  121 |         7 | adipisci ea enim                   | Ea quia vitae id qui eveniet. Reprehenderit provident ut magnam autem sed consequuntur.                                                                                                                 | II semestre |    2 |  14 | www.est.uni.it            |
|  128 |         8 | velit ut dolorem                   | Neque labore rerum minus. Autem consequuntur sint voluptatem nobis beatae quas. Et nobis sunt quo eos est similique id. Dolor ut quia sunt est. Recusandae enim adipisci unde libero.                   | II semestre |    1 |  13 | NULL                      |
|  130 |         8 | quis aut a                         | Culpa non fuga ratione et sit facilis facere. Quos repudiandae ut molestiae tempore ea. Aliquam maiores placeat provident aut.                                                                          | II semestre |    1 |  14 | www.accusamus.uni.it      |
|  134 |         8 | magnam ullam doloribus             | Voluptates mollitia itaque doloribus dolorum quis expedita exercitationem. Autem sint provident fugit pariatur. Et occaecati nobis deleniti magnam.                                                     | I semestre  |    2 |  13 | www.consectetur.uni.it    |
|  141 |         9 | eaque veritatis ea                 | At quis autem eligendi qui consequatur veniam facilis. Provident molestiae tenetur deleniti est aut quae. Provident quis magni reprehenderit cumque minima nihil. Corrupti odit in fugiat.              | I semestre  |    1 |  12 | www.nesciunt.uni.it       |
|  146 |         9 | assumenda et sed                   | Molestiae culpa sed voluptas tenetur. A nulla similique beatae. Sed eum asperiores in.                                                                                                                  | I semestre  |    2 |  11 | www.expedita.uni.it       |
|  147 |         9 | sapiente quia accusantium          | Aut perferendis similique sint velit perferendis aliquam qui. Autem occaecati velit soluta. Est exercitationem dolor dolores ducimus.                                                                   | I semestre  |    2 |  11 | NULL                      |
|  148 |         9 | a vero voluptatibus                | Odit officiis animi quis similique qui rerum quos. Quisquam qui iure nihil rerum occaecati incidunt vel dicta. Velit nemo inventore deleniti ullam alias.                                               | I semestre  |    2 |  11 | www.aliquid.uni.it        |
|  149 |         9 | quod ut aliquid                    | Enim et aut sunt quas. Quidem ut a nesciunt repellendus sed. Occaecati modi voluptatem et omnis expedita ipsa. Quo aut eum voluptate voluptatem sit.                                                    | II semestre |    2 |  13 | NULL                      |
|  150 |         9 | eaque exercitationem non           | Eaque quia itaque aliquam vitae nobis quas. Eius soluta et tempora officia reprehenderit id voluptatem. Rerum aut velit sed consequatur.                                                                | II semestre |    2 |  11 | NULL                      |
